transaction_id,items,date
587,"salt, rice, banana, bread, potato, butter",2025-10-10
588,"cereal, oil, potato",2025-05-07
589,"oil, sugar, butter, potato, beef",2025-01-26
590,"orange, beef, yogurt, bread",2024-12-29
591,"milk, oil, banana, yogurt, cereal, potato",2025-02-01
592,"sugar, cereal, eggs, cheese, salt, yogurt",2025-04-18
593,"cereal, apple, eggs, beef, banana",2025-08-18
594,"bread, cereal, orange",2025-03-10
595,"cereal, yogurt, salt",2024-10-23
596,"banana, cereal",2024-10-25
597,"banana, tomato, pasta, butter",2024-04-21
598,"rice, banana, eggs, bread",2025-10-30
599,"yogurt, oil, onion, tomato",2024-05-12
600,"bread, banana, chicken, orange, yogurt",2024-11-30
601,"bread, eggs",2024-04-27
602,"oil, chicken, yogurt",2024-01-05
603,"potato, milk",2024-06-24
604,"potato, pasta, orange, banana, onion",2025-09-04
605,"butter, orange, potato, pasta",2025-10-09
606,"butter, sugar",2025-02-10
607,"potato, banana, oil, onion",2024-02-11
608,"pasta, beef, onion, orange, eggs",2024-08-26
609,"oil, cheese, chicken, potato",2025-03-05
610,"butter, onion, oil, eggs",2025-06-12
611,"pasta, eggs, bread, rice",2024-12-05
612,"yogurt, apple, chicken, eggs, banana",2024-03-02
613,"oil, tomato",2024-08-26
614,"bread, milk, eggs, beef, apple, salt",2024-01-19
615,"yogurt, salt, cheese, eggs, onion",2024-09-10
616,"milk, orange, eggs, pasta, onion",2025-05-30
617,"butter, salt, rice, cereal, onion, oil",2025-11-11
618,"banana, pasta, milk, cheese",2024-03-06
619,"orange, sugar, cereal, chicken, butter",2025-04-03
620,"bread, yogurt, eggs, chicken, pasta, beef",2025-05-06
621,"salt, yogurt, rice, tomato, pasta, oil",2024-03-07
622,"cereal, milk",2025-01-09
623,"bread, butter, eggs, orange",2024-03-27
624,"tomato, cheese, yogurt",2024-05-30
625,"potato, cheese, cereal, yogurt, orange",2025-02-19
626,"orange, banana, onion, milk, salt",2025-12-08
627,"orange, potato, cereal",2025-04-25
628,"orange, oil",2025-06-04
629,"cereal, sugar, chicken",2024-02-05
630,"onion, orange",2024-07-13
631,"salt, yogurt",2025-07-09
632,"chicken, pasta",2025-07-20
633,"butter, chicken",2024-12-03
634,"yogurt, apple, onion, tomato, cereal",2026-01-01
635,"potato, cheese",2025-05-26
636,"potato, tomato, chicken, onion, beef, milk",2024-03-07
637,"cheese, butter, sugar, onion, pasta, rice",2024-08-09
638,"tomato, apple, orange, potato, salt",2024-09-05
639,"chicken, yogurt, orange, oil",2025-09-20
640,"chicken, oil",2024-01-20
641,"banana, milk, orange, butter",2024-08-24
642,"beef, cereal, orange, potato",2024-03-26
643,"bread, pasta, banana, tomato, butter",2025-05-13
644,"chicken, salt, potato",2025-06-12
645,"oil, cheese, eggs, milk, tomato, sugar",2024-04-08
646,"butter, bread",2024-11-07
647,"eggs, sugar",2025-07-24
648,"potato, tomato, apple, orange",2024-11-01
649,"banana, bread, butter",2025-09-08
650,"milk, orange, tomato, sugar, onion",2025-01-24
651,"butter, onion, banana, yogurt",2024-09-11
652,"apple, sugar, bread, beef, potato, orange",2025-11-13
653,"butter, rice",2024-06-23
654,"oil, bread",2025-04-29
655,"pasta, chicken, onion, eggs, milk",2024-03-25
656,"butter, beef, chicken",2025-12-27
657,"rice, sugar, tomato, butter",2024-02-08
658,"salt, oil, sugar, bread, yogurt",2024-01-14
659,"onion, chicken, sugar, orange",2024-01-21
660,"rice, eggs, beef, butter, sugar, milk",2025-05-10
661,"beef, yogurt, orange, salt, rice, oil",2025-07-14
662,"banana, milk",2024-12-02
663,"butter, beef, rice, orange",2025-12-02
664,"tomato, orange, butter",2025-06-26
665,"orange, potato",2024-09-21
666,"potato, chicken, cereal, milk, cheese",2025-04-14
667,"tomato, bread, banana, chicken, eggs",2025-05-26
668,"potato, bread",2025-08-26
669,"yogurt, potato, cheese, apple",2024-03-16
670,"milk, beef, yogurt",2025-11-22
671,"apple, butter, beef, banana",2025-04-26
672,"orange, rice, cereal",2025-02-08
673,"chicken, eggs, apple, potato",2024-02-03
674,"orange, eggs, potato, salt, beef, bread",2025-12-12
675,"oil, chicken, pasta, orange, yogurt",2024-04-01
676,"cheese, orange",2024-06-06
677,"onion, apple, sugar",2025-09-26
678,"chicken, potato, cheese, cereal, milk",2025-08-10
679,"pasta, sugar, beef, apple, tomato, cheese",2025-03-11
680,"salt, sugar, beef, tomato, cereal, milk",2024-02-21
681,"rice, chicken",2024-11-29
682,"bread, rice, apple",2025-04-15
683,"chicken, potato, cheese, cereal, tomato",2025-10-06
684,"chicken, butter, rice, cereal, banana, bread",2024-09-09
685,"bread, sugar, cheese",2025-09-23
686,"bread, banana, onion, cheese",2025-11-30
687,"onion, pasta, orange, banana, chicken, sugar",2025-01-04
688,"onion, sugar",2025-04-22
689,"apple, rice, beef",2025-10-11
690,"salt, beef, orange, oil, cheese",2024-08-21
691,"chicken, beef, cheese, orange",2025-07-04
692,"tomato, salt",2025-05-04
693,"cheese, oil",2024-05-21
694,"cheese, sugar, chicken, potato, beef",2025-05-31
695,"yogurt, rice, onion, potato",2025-07-29
696,"bread, eggs, cereal, onion",2025-03-12
697,"chicken, cereal",2024-02-16
698,"cereal, eggs, bread, tomato",2024-04-07
699,"onion, apple",2024-11-03
700,"beef, eggs, pasta, onion",2025-09-14
701,"pasta, onion, orange, butter",2025-10-22
702,"tomato, banana, cheese, onion, butter, apple",2024-04-14
703,"cereal, pasta, oil, butter, rice",2025-04-10
704,"orange, milk, butter",2024-03-18
705,"beef, salt, butter, apple, chicken, milk",2025-02-24
706,"bread, pasta, chicken, oil, rice, yogurt",2024-06-14
707,"orange, yogurt, potato, cereal, sugar, eggs",2025-10-02
708,"salt, oil, milk, butter",2024-07-05
709,"cereal, potato, eggs, orange",2024-05-09
710,"yogurt, chicken, tomato, salt",2025-01-04
711,"beef, chicken, yogurt, tomato, milk, bread",2024-07-06
712,"onion, bread",2025-05-26
713,"banana, milk, salt, pasta, oil",2024-08-28
714,"rice, beef, orange, oil, banana",2024-03-31
715,"pasta, salt",2025-01-10
716,"yogurt, potato",2024-10-02
717,"tomato, oil, yogurt",2025-02-16
718,"pasta, onion",2024-05-09
719,"rice, yogurt, tomato, orange, oil, apple",2024-04-08
720,"potato, chicken, onion, apple, cereal",2024-09-30
721,"yogurt, beef, chicken, butter, sugar, apple",2024-04-25
722,"milk, oil, salt, cereal, bread",2024-05-21
723,"orange, eggs, onion, yogurt, tomato, apple",2024-09-20
724,"chicken, apple, potato, banana, sugar",2025-03-10
725,"apple, chicken, beef",2025-08-29
726,"eggs, orange, sugar",2024-06-04
727,"oil, onion, salt",2024-07-09
728,"cheese, sugar, yogurt",2025-04-06
729,"apple, beef, onion",2024-06-07
730,"apple, eggs, potato, beef, bread",2025-11-30
731,"pasta, butter",2025-05-31
732,"rice, banana",2024-10-03
733,"tomato, oil, yogurt",2025-01-03
734,"apple, onion, beef, tomato, banana",2024-12-04
735,"bread, onion, pasta",2024-05-18
736,"eggs, orange",2025-08-21
737,"bread, apple, butter, salt, chicken, tomato",2025-05-22
738,"pasta, onion, sugar, bread",2024-03-04
739,"chicken, yogurt, cheese",2025-11-28
740,"orange, beef, onion, pasta, milk, apple",2025-02-17
741,"cheese, yogurt, eggs, butter, pasta, banana",2024-07-31
742,"eggs, pasta",2025-08-08
743,"yogurt, oil, orange",2025-07-23
744,"bread, onion, pasta, sugar",2024-08-31
745,"apple, yogurt",2025-06-21
746,"yogurt, orange, potato, butter",2024-01-23
747,"cheese, salt, orange, potato, chicken, sugar",2024-07-29
748,"chicken, sugar, milk, cheese, banana, potato",2024-07-17
749,"potato, onion, pasta, apple, oil",2025-02-03
750,"cheese, banana, salt, pasta",2025-12-28
751,"apple, eggs, oil",2025-06-16
752,"bread, butter",2024-09-06
753,"potato, tomato, butter",2025-04-28
754,"onion, potato, apple, sugar, banana, eggs",2024-10-30
755,"salt, tomato, sugar, oil, orange, onion",2024-08-09
756,"sugar, rice",2024-04-13
757,"milk, butter, yogurt, banana",2024-03-01
758,"rice, tomato, butter",2025-11-23
759,"salt, chicken",2025-04-11
760,"bread, cereal, apple, oil, yogurt, banana",2025-12-04
761,"cheese, rice, onion, banana",2025-01-07
762,"potato, cheese, onion, oil, salt",2025-10-28
763,"butter, salt, potato, pasta, oil, banana",2025-04-22
764,"salt, chicken, milk, cheese, yogurt, banana",2025-07-21
765,"orange, butter, oil, rice, cheese",2025-02-17
766,"cereal, salt, pasta, tomato, oil",2025-08-29
767,"cereal, milk, chicken",2024-01-20
768,"milk, bread, orange, onion, salt, pasta",2025-09-17
769,"cereal, onion, cheese, potato, bread",2025-12-12
770,"potato, tomato, beef, yogurt",2025-01-11
771,"potato, salt, cereal, onion, butter, banana",2025-02-22
772,"chicken, sugar",2025-06-30
773,"pasta, orange, salt, cereal",2024-07-11
774,"potato, banana, beef, sugar, tomato",2024-04-01
775,"onion, milk, sugar, oil, tomato, butter",2025-10-07
776,"pasta, bread, cereal",2024-03-06
777,"yogurt, beef, sugar, tomato, milk",2024-04-28
778,"cereal, apple, onion, yogurt",2025-11-02
779,"salt, banana, butter",2025-07-31
780,"butter, eggs",2024-10-20
781,"sugar, cheese, onion, cereal, milk, apple",2025-02-12
782,"beef, milk, sugar, salt",2024-04-30
783,"tomato, chicken, butter",2025-03-04
784,"onion, apple, chicken, tomato, cheese",2025-05-14
785,"butter, yogurt, pasta, onion, orange, beef",2025-03-23
786,"salt, bread, cereal",2024-08-12
787,"tomato, chicken, beef, eggs",2025-05-30
788,"oil, sugar",2025-06-17
789,"cereal, milk",2025-11-07
790,"cereal, potato, apple, beef",2025-04-03
791,"cereal, tomato, salt, eggs, beef",2025-12-21
792,"onion, oil, eggs, rice",2025-03-02
793,"apple, cheese, chicken, potato, pasta, orange",2025-07-29
794,"banana, salt",2025-07-09
795,"beef, yogurt, oil, chicken, tomato",2025-03-31
796,"eggs, tomato, cereal, apple",2024-04-06
797,"onion, potato, beef, eggs, cheese, cereal",2024-01-30
798,"tomato, banana, orange, pasta, oil",2024-09-25
799,"oil, tomato, orange, onion, banana",2025-08-27
800,"salt, bread, potato",2024-05-03
801,"chicken, orange, beef, eggs",2024-02-29
802,"onion, apple",2024-10-09
803,"salt, bread, pasta, beef, sugar, yogurt",2025-02-19
804,"apple, orange, pasta",2025-07-29
805,"rice, milk, oil",2024-08-30
806,"rice, sugar",2025-06-06
807,"butter, chicken, pasta, tomato, cheese",2024-10-09
808,"oil, cereal, bread, rice, orange, pasta",2025-05-20
809,"apple, butter",2024-05-04
810,"chicken, beef",2024-03-07
811,"cereal, banana, orange, bread, apple, eggs",2024-03-17
812,"bread, pasta, beef, milk, salt, yogurt",2024-11-09
813,"chicken, cereal, cheese",2024-06-19
814,"pasta, onion, yogurt, sugar, bread",2024-01-03
815,"potato, tomato, sugar, yogurt",2025-09-28
816,"banana, sugar, onion, milk, rice, potato",2025-03-12
817,"sugar, chicken, milk",2025-10-18
818,"butter, milk, beef, chicken, salt, bread",2025-10-05
819,"pasta, cheese, milk, tomato, rice, beef",2024-08-25
820,"butter, tomato, orange",2025-09-14
821,"onion, sugar, cheese, bread, banana",2025-08-30
822,"banana, tomato, cereal",2024-02-02
823,"bread, butter, pasta, potato, sugar, eggs",2024-02-14
824,"rice, yogurt",2024-08-26
825,"onion, orange, pasta, potato",2025-11-08
826,"oil, potato, cereal, bread, rice, pasta",2025-10-31
827,"pasta, orange, bread, onion, potato",2025-04-05
828,"onion, pasta, chicken, oil",2025-08-10
829,"eggs, apple, sugar, orange, yogurt, milk",2025-04-14
830,"rice, banana, potato",2025-01-08
831,"orange, eggs, bread, chicken",2025-04-19
832,"apple, onion, banana, pasta, beef",2025-01-27
833,"cheese, rice, butter, beef, pasta",2025-01-31
834,"sugar, cereal, eggs",2025-12-08
835,"onion, tomato, orange, banana",2024-03-25
836,"potato, pasta, milk, yogurt, eggs",2025-11-25
837,"butter, beef, orange, tomato, chicken",2024-04-26
838,"chicken, orange, butter, milk",2024-11-25
839,"eggs, salt, bread, cereal",2024-08-06
840,"cheese, pasta",2025-06-18
841,"pasta, chicken",2024-10-18
842,"rice, pasta, orange, tomato",2025-11-20
843,"bread, beef",2025-07-25
844,"rice, salt, apple",2025-01-01
845,"eggs, beef, sugar, banana",2025-01-19
846,"chicken, banana",2025-11-14
847,"milk, oil, salt, orange",2025-04-27
848,"orange, sugar",2025-08-16
849,"orange, cheese, rice",2025-12-23
850,"chicken, cheese, banana, sugar, orange",2024-05-05
851,"cheese, sugar",2024-03-30
852,"chicken, beef, pasta",2024-11-12
853,"apple, butter, yogurt, milk, onion",2025-05-24
854,"onion, oil, banana, tomato, sugar",2025-09-25
855,"potato, milk, apple, pasta, bread, eggs",2025-06-26
856,"orange, banana, cereal, oil, cheese",2024-08-10
857,"banana, tomato, bread",2025-06-29
858,"sugar, orange",2024-09-27
859,"chicken, butter",2024-06-05
860,"beef, potato, yogurt, cheese, oil, cereal",2024-08-27
861,"beef, butter",2024-01-08
862,"oil, cereal, onion, orange, tomato",2025-08-23
863,"bread, milk, apple, yogurt, onion, sugar",2025-06-08
864,"orange, salt, cereal, tomato",2024-11-12
865,"apple, salt",2024-08-29
866,"cheese, salt, butter",2024-03-07
867,"orange, cheese, yogurt, banana, beef, chicken",2025-02-15
868,"eggs, rice, onion",2024-09-02
869,"salt, cheese, beef",2025-01-15
870,"salt, rice, pasta, milk",2024-12-12
871,"salt, eggs, butter, banana",2025-11-19
872,"pasta, sugar, milk, orange, bread, butter",2025-07-06
873,"yogurt, onion, potato, sugar, chicken",2025-08-24
874,"yogurt, beef, onion, cheese",2025-04-07
875,"yogurt, sugar, banana, cheese, tomato",2025-06-14
876,"yogurt, bread, butter, rice, potato",2025-04-10
877,"apple, banana, potato, bread",2024-04-29
878,"rice, salt, sugar",2025-08-27
879,"yogurt, orange, banana",2025-03-25
880,"apple, cheese, potato, salt",2024-05-19
881,"eggs, apple, onion",2024-05-18
882,"sugar, onion, cheese, rice, pasta, butter",2024-02-27
883,"potato, eggs, pasta, milk",2025-11-07
884,"chicken, sugar",2025-12-16
885,"orange, butter, beef, chicken, tomato",2024-11-05
886,"milk, eggs, potato, bread",2024-01-16
887,"orange, potato, banana, butter, apple, bread",2024-04-30
888,"sugar, onion, apple, oil, milk, cheese",2024-07-20
889,"potato, banana, tomato, butter, bread, rice",2024-05-21
890,"salt, cheese",2025-01-12
891,"butter, oil, yogurt, eggs, tomato, apple",2025-07-22
892,"butter, cheese, bread, cereal",2024-07-20
893,"chicken, tomato",2024-11-19
894,"apple, yogurt, pasta, potato, onion",2024-08-08
895,"potato, bread, sugar",2025-09-30
896,"onion, milk, pasta",2025-03-28
897,"yogurt, beef, pasta, milk",2024-03-02
898,"cereal, yogurt, apple, salt",2024-01-06
899,"eggs, potato, butter, chicken, onion, pasta",2025-01-27
900,"cheese, yogurt",2024-07-29
901,"banana, cheese",2025-05-11
902,"chicken, milk, banana, sugar, potato, salt",2025-03-29
903,"rice, onion, sugar",2024-11-03
904,"cheese, salt, milk, beef",2025-11-28
905,"apple, rice, sugar, potato, cheese",2024-12-12
906,"beef, onion, bread, cereal, apple",2025-08-28
907,"tomato, chicken",2025-05-25
908,"apple, oil, milk",2024-02-05
909,"eggs, yogurt, cheese, chicken, pasta, milk",2025-01-24
910,"bread, apple, sugar",2024-05-09
911,"butter, salt, cereal, yogurt, banana, pasta",2025-06-12
912,"cheese, bread",2025-07-09
913,"banana, onion, chicken, salt, cereal",2025-05-28
914,"salt, yogurt, chicken, oil, banana",2024-07-15
915,"orange, pasta, yogurt, banana, cereal",2025-05-28
916,"rice, yogurt, tomato, bread, milk, chicken",2025-10-13
917,"chicken, rice, oil",2024-01-28
918,"sugar, eggs, butter, oil, tomato, milk",2024-08-13
919,"potato, beef, eggs, tomato, apple",2024-02-09
920,"apple, orange, chicken",2024-07-28
921,"cheese, beef, pasta",2024-03-06
922,"onion, rice, cereal",2025-07-14
923,"onion, cereal",2024-11-28
924,"banana, cheese, yogurt",2024-11-22
925,"butter, chicken, pasta, cereal",2025-12-07
926,"sugar, onion",2024-04-02
927,"chicken, orange, oil",2025-10-15
928,"oil, beef",2025-12-07
929,"potato, tomato",2025-08-14
930,"sugar, onion",2024-01-29
931,"bread, oil",2025-01-25
932,"cereal, onion, salt",2025-04-01
933,"rice, apple, orange, butter, cereal",2025-04-05
934,"tomato, milk, potato, yogurt, bread",2024-02-09
935,"pasta, yogurt, rice, apple, cheese",2025-04-28
936,"apple, cereal, rice, bread, eggs, milk",2025-03-07
937,"yogurt, orange",2025-08-07
938,"rice, eggs, sugar, onion",2024-01-13
939,"eggs, tomato, salt, cheese, milk",2025-07-29
940,"banana, cereal, beef",2025-11-19
941,"chicken, pasta, sugar",2025-12-07
942,"sugar, milk, banana, yogurt, oil",2024-10-29
943,"chicken, orange, butter",2024-11-09
944,"cereal, milk, potato, tomato, orange",2025-11-05
945,"butter, beef, salt, banana, orange",2025-05-22
946,"pasta, cereal",2024-09-28
947,"potato, sugar, cheese, eggs, tomato, banana",2024-09-05
948,"cereal, bread, milk, onion, pasta",2024-05-24
949,"apple, tomato, sugar",2025-10-05
950,"beef, eggs, yogurt",2025-06-24
951,"oil, rice",2024-05-21
952,"pasta, apple, sugar, cheese",2025-03-05
953,"cheese, sugar, apple, butter, bread, pasta",2024-03-01
954,"butter, orange",2024-08-17
955,"orange, cereal, yogurt",2025-12-18
956,"onion, beef, orange, salt",2025-11-06
957,"milk, eggs, banana, rice",2025-05-01
958,"onion, orange, salt, cheese",2024-01-04
959,"apple, banana, potato, onion, yogurt, eggs",2025-01-04
960,"onion, cheese, apple, beef, cereal",2024-02-11
961,"beef, oil, milk, butter, tomato",2024-06-11
962,"potato, apple, pasta",2024-06-04
963,"milk, cheese, tomato, bread, banana",2024-03-18
964,"onion, rice",2024-04-04
965,"eggs, orange",2024-05-27
966,"rice, cereal",2024-02-05
967,"tomato, eggs, oil, orange, pasta, rice",2024-04-29
968,"rice, cereal, orange",2024-02-01
969,"oil, banana",2024-12-20
970,"beef, tomato, orange",2025-12-07
971,"sugar, cheese, chicken, orange, onion",2025-09-28
972,"beef, rice, milk, cereal, onion, salt",2024-05-31
973,"sugar, butter, chicken, bread, salt",2024-12-21
974,"eggs, milk, orange, sugar",2025-02-15
975,"tomato, chicken",2024-08-18
976,"cheese, orange, chicken, oil, potato",2024-01-03
977,"beef, yogurt",2025-11-15
978,"rice, sugar, banana, orange, bread, eggs",2025-12-09
979,"salt, apple, rice, chicken, potato, orange",2025-11-18
980,"banana, rice, pasta, cereal, apple",2025-10-15
981,"potato, orange, apple",2025-08-09
982,"rice, beef, butter, oil",2024-08-28
983,"onion, butter, cheese, potato",2024-02-22
984,"milk, chicken, yogurt, orange, sugar, beef",2024-08-02
985,"milk, rice, banana",2024-09-03
986,"yogurt, oil",2024-07-10
987,"orange, eggs",2025-07-26
988,"rice, pasta",2025-04-02
989,"onion, sugar, cheese",2025-06-14
990,"apple, tomato, chicken, eggs, potato, cheese",2025-08-28
991,"cereal, yogurt, milk, pasta, tomato, butter",2025-10-20
992,"butter, beef",2024-09-05
993,"yogurt, rice, pasta",2024-09-16
994,"chicken, onion, milk, tomato, apple, butter",2024-12-02
995,"cereal, oil, pasta, chicken",2025-11-22
996,"onion, oil, apple",2024-10-23
997,"oil, milk, beef",2025-05-24
998,"sugar, tomato, beef, eggs",2024-06-11
999,"oil, chicken, salt",2025-07-05
1000,"banana, onion, chicken, oil",2024-06-20
1001,"pasta, chicken, oil, potato, sugar, yogurt",2025-10-09
1002,"orange, potato, apple, milk, onion",2024-04-13
1003,"cereal, oil, bread",2025-12-07
1004,"butter, oil, onion",2025-03-13
1005,"cereal, pasta, apple, rice, beef, eggs",2025-09-20
1006,"apple, tomato, eggs, oil",2024-08-18
1007,"cereal, oil",2025-11-12
1008,"salt, yogurt",2024-11-05
1009,"tomato, beef, eggs, banana, sugar",2025-07-24
1010,"salt, yogurt, sugar, eggs, potato, pasta",2024-09-08
